iter	RMSE
558	3.28476913
559	3.275853403
560	3.272943171
561	3.267261071
562	3.265267487
563	3.259374899
564	3.253456984
565	3.248069302
566	3.244369884
567	3.239131902
568	3.236975682
569	3.226763208
570	3.222811436
571	3.220937054
572	3.213448998
573	3.208067306
574	3.204603666
575	3.195666773
576	3.190974001
577	3.186487464
578	3.177758243
579	3.172636738
580	3.169865103
581	3.165172774
582	3.160630713
583	3.155245054
584	3.149638789
585	3.142866671
586	3.13944504
587	3.137873326
588	3.1326192
589	3.126572118
590	3.125217769
591	3.120172075
592	3.116648663
593	3.114769865
594	3.110397992
595	3.104352681
596	3.096955443
597	3.090343655
598	3.081155706
599	3.070821772
600	3.061701384
601	3.056749902
602	3.051567198
603	3.047348355
604	3.040985236
605	3.037474326
606	3.0352968
607	3.032578497
608	3.03001642
609	3.026092909
610	3.023992255
611	3.02196012
612	3.018368651
613	3.015693884
614	3.006924586
615	3.00581567
616	3.00079372
617	2.997258573
618	2.995049602
619	2.988388341
620	2.983740385
621	2.980220106
622	2.976790845
623	2.971762918
624	2.969412311
625	2.966442672
626	2.961908983
627	2.952615311
628	2.948870596
629	2.943715477
630	2.94051443
631	2.935856234
632	2.930003277
633	2.923953933
634	2.919706435
635	2.915419686
636	2.913533133
637	2.909448927
638	2.907571439
639	2.901414513
640	2.899322482
641	2.893823963
642	2.890991574
643	2.885573838
644	2.881747688
645	2.874170023
646	2.870863001
647	2.867223943
648	2.863508004
649	2.854516387
650	2.848723596
651	2.844140363
652	2.840214441
653	2.836440651
654	2.833464937
655	2.826342333
656	2.824109971
657	2.819951857
658	2.813362004
659	2.808978335
660	2.801680165
661	2.799957015
662	2.796394899
663	2.79064071
664	2.783613078
665	2.779843741
666	2.776816685
667	2.771598193
668	2.769881019
669	2.765914894
670	2.760964015
671	2.758634128
672	2.754326897
673	2.748472572
674	2.744347158
675	2.739609252
676	2.736725136
677	2.733746872
678	2.72861468
679	2.722882659
680	2.719011945
681	2.717828898
682	2.713736047
683	2.710172359
684	2.708299045
685	2.704461151
686	2.696927823
687	2.694356789
688	2.689279238
689	2.682758716
690	2.681523399
691	2.677582001
692	2.671773251
693	2.670051463
694	2.666857126
695	2.663043264
696	2.659307482
697	2.656916227
698	2.649355154
699	2.645566114
700	2.64030985
701	2.634138181
702	2.630631727
703	2.627151985
704	2.624586647
705	2.62080823
706	2.619492137
707	2.614751409
708	2.610300874
709	2.607651932
710	2.604421056
711	2.60208824
712	2.598938898
713	2.596202068
714	2.591889693
715	2.588702192
716	2.584435198
717	2.582715675
718	2.579678958
719	2.576404855
720	2.572631849
721	2.569213478
722	2.564421451
723	2.561658472
724	2.555186993
725	2.552621032
726	2.551430027
727	2.546679547
728	2.545675522
729	2.542471852
730	2.541263279
731	2.539159519
732	2.538301563
733	2.534234822
734	2.52730461
735	2.524655176
736	2.521524026
737	2.518011607
738	2.514151156
739	2.507747492
740	2.504810992
741	2.497494686
742	2.492066005
743	2.484316177
744	2.481210886
745	2.47534657
746	2.472570892
747	2.471737551
748	2.469101125
749	2.466097066
750	2.463955163
751	2.459987856
752	2.458262826
753	2.455415511
754	2.452379555
755	2.448929986
756	2.446539041
757	2.4442476
758	2.440228634
759	2.432898554
760	2.4296616
761	2.426730967
762	2.422110219
763	2.419572651
764	2.418294666
765	2.412985887
766	2.41064643
767	2.408733777
768	2.402366463
769	2.39791229
770	2.394907004
771	2.391484886
772	2.388785235
773	2.386156224
774	2.381716883
775	2.378907685
776	2.376570878
777	2.374146734
778	2.370747733
779	2.368440133
780	2.365926162
781	2.363279966
782	2.361049295
783	2.355876029
784	2.354006903
785	2.352245133
786	2.345424239
787	2.338820491
788	2.336969854
789	2.335471936
790	2.333156705
791	2.329209095
792	2.326394105
793	2.323623582
794	2.321778015
795	2.317142144
796	2.31548175
797	2.310065188
798	2.307995725
799	2.305520729
800	2.301494772
801	2.295868223
802	2.29080475
803	2.288478817
804	2.28326956
805	2.282570219
806	2.280645245
807	2.276861763
808	2.272740605
809	2.271955344
810	2.269101644
811	2.268358136
812	2.267448852
813	2.264171341
814	2.262239556
815	2.260804186
816	2.260066653
817	2.257549098
818	2.252455152
819	2.250992882
820	2.247399688
821	2.243673018
822	2.238298061
823	2.233084107
824	2.228350758
825	2.227290504
826	2.222728364
827	2.2197608
828	2.216259075
829	2.21388908
830	2.21169107
831	2.210657726
832	2.20935926
833	2.207271752
834	2.205041672
835	2.202436954
836	2.19751006
837	2.19517129
838	2.194188502
839	2.189108341
840	2.186938747
841	2.186295241
842	2.182603313
843	2.179625258
844	2.176298127
845	2.175895742
846	2.171568409
847	2.167224788
848	2.16376182
849	2.162855495
850	2.16219029
851	2.160610392
852	2.157756631
853	2.153304627
854	2.15233604
855	2.149955627
856	2.148548908
857	2.145211271
858	2.142385293
859	2.140260178
860	2.136766405
861	2.135230008
862	2.130612467
863	2.127183823
864	2.125343304
865	2.121447303
866	2.118151292
867	2.115495056
868	2.11411624
869	2.112432354
870	2.10970034
871	2.107272759
872	2.102633229
873	2.099237069
874	2.09720573
875	2.095631697
876	2.091140905
877	2.087372502
878	2.08557733
879	2.083378586
880	2.082364264
881	2.079554429
882	2.076754382
883	2.072417038
884	2.070502582
885	2.0702856
886	2.068770933
887	2.065328834
888	2.065073066
889	2.063384734
890	2.061840748
891	2.061623179
892	2.058622419
893	2.054404604
894	2.052135439
895	2.049060707
896	2.048498835
897	2.04568813
898	2.044261164
899	2.04402351
900	2.040612295
901	2.039694486
902	2.038280157
903	2.034527622
904	2.031289212
905	2.03010561
906	2.027333781
907	2.025512021
908	2.022982113
909	2.021261136
910	2.021058175
911	2.020172422
912	2.017868558
913	2.013827749
914	2.01347931
915	2.010779715
916	2.00873099
917	2.007752586
918	2.006716293
919	2.003380085
920	2.001394717
921	1.99749407
922	1.997150655
923	1.996245861
924	1.994260354
925	1.991109593
926	1.988355181
927	1.987036041
928	1.984406572
929	1.984065464
930	1.981551254
931	1.97854697
932	1.976628826
933	1.973582657
934	1.973416896
935	1.969352732
936	1.968987314
937	1.967200813
938	1.965573193
939	1.961752838
940	1.960421896
941	1.959033079
942	1.955741466
943	1.953191767
944	1.951404701
945	1.947598267
946	1.943642055
947	1.940721566
948	1.937625838
949	1.934617238
950	1.932999125
951	1.930033507
952	1.926342157
953	1.923102748
954	1.919204735
955	1.916413947
956	1.914519082
957	1.911873504
958	1.909187859
959	1.906809726
960	1.903713234
961	1.899599439
962	1.896750451
963	1.893950686
964	1.891615437
965	1.889284468
966	1.886613184
967	1.884250536
968	1.883115479
969	1.882612516
970	1.878679071
971	1.87658259
972	1.875077881
973	1.872920179
974	1.869022361
975	1.868023864
976	1.866444864
977	1.863742138
978	1.862288033
979	1.861671351
980	1.859504269
981	1.856878898
982	1.856635297
983	1.854313294
984	1.852752331
985	1.852021834
986	1.84901213
987	1.846615016
988	1.843669761
989	1.842169815
990	1.839581511
991	1.836685787
992	1.8342238
993	1.832187868
994	1.830298606
995	1.828214791
996	1.826262909
997	1.824320063
998	1.82396078
999	1.821838506
